Title,Price,URL
Dell XPS 15 9570 Laptop Intel Core i7 8750H 2.2GHz 16GB RAM 256GB SSD W11P,$229.99,https://www.ebay.com/itm/227460379723?_skw=laptop&itmmeta=01KZ4544Z2VBVD32BX740WZ7BG&hash=item34f5b1f44b:g:NZkAAeSw371qcKFX&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xC%2BXX%2FyAPT0oa4h9FC8kxkn1tKlq4NNO9GIw4RYDAhDPGiKwFWc99DnO0afwl3AY3ZnwE%2BR0gitfdve6nZwd9oeP73eHK4bJlk1at0u8BHEZfHhqJJqdOEW5tk2hmqD9FNTwtXjs%2FwRbYw7goMAOr9KnfOesKuZIEUGAz%2Bq3550KjmzkCJzP13xCRI3Ut09ANDa%2FYPsgNxuCSiu6329pfoHQ8PP77sfYhwh9wTIKrDy%2BRYFLtw8JL%2B5zWqllKPyfqNuwA5WwBp%2BQJ3d%2Bll%2BOMPt%7Ctkp%3ABFBM_s-Qhfln
"Dell Latitude 5420 14"" Touch Intel Core i5-1145G7 16GB RAM 256GB SSD",$193.00,https://www.ebay.com/itm/297938409040?_skw=laptop&itmmeta=01KZ4544Z2WJ07SMKZSGRD6PP9&hash=item455e835650:g:i64AAeSwh9JogXSn&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xD4zzBahsimQrrgBYbT83fSJ7bGav3MoY39QeZwTcLAwNiCw4500on5w5p3TTHHnQAW9dnEnpw1T6OaDCIenKcxecUNjZ8DnuaSYAg9D8FlzpG9YkGTfz6Crj8stR4Mj8VDtQ%2BvnXvUDd43Qr52oYwEmZd3Zq1i0pw4n%2BTXQdqeZt4meHo5y5aiTGf5OHOxDm%2FkpHy4y0Qwnemyh2K3xfDlMdsX4gncThU%2BDrQ7yV%2Blr4A7eY2ktapYSPOSnpGI8xPR0%2FimHTc4FJ9oPjpYWZEh%7Ctkp%3ABFBMgNCQhfln
Dell Precision 3540 Laptop i7-8565U | 16GB | 512GB | WiFi+BT | Backlit | Win 11,$239.99,https://www.ebay.com/itm/117306205677?_skw=laptop&itmmeta=01KZ4544Z27EK8EA6K6YPRAJN0&hash=item1b4ffea5ed:g:dXMAAeSwC~ZqWVeg&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xA0bBzoIahdeZWV57oIlI8IUuikKXnE2lNPSMIuguSMIZocKp31oE6MuCx%2FFixX4anL1LRZjw%2ByQS4hS7x6PELPLogzUlh3v5Vjhs3QgZxEanARdnv2Eekg0SYSx%2BqFug%2BljBh7gGIEiBkf6NIGmxFE1yycnmmNLJGH46GGbEjVqJNXTIok%2FCtXJrUF6PR26mQc6uLDFXpV83JcKU7l4X%2F0gsSwD7FKfsr0mx%2FiSaFLUdxWT15aUfnSyqwp3Bg%2BQ%2BWJkGK%2FgOa%2BrqQ18koKSajJ%7Ctkp%3ABFBMgNCQhfln
Toshiba Dynabook i7 10th Gen 512GB SSD 16GB Windows 11 Pro Wifi-6 HDMI Laptop,$188.00,https://www.ebay.com/itm/336098802215?_skw=laptop&itmmeta=01KZ4544Z2FMFWER773E5QS80R&hash=item4e410cba27:g:Fa4AAOSwPk5n6st9&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xBJwVz18LBoFEVDOfUIIKSOR6LceEA1njanzAHJ4ccmg79Etbfsq2EpqiBJxBZQMJLK7CbQidGDBItVCj1cATWT%2FgcFVawJW7TpFtMY2FWpdeuNiaCMq18e8ezOIQaN014vuj6yGZurfPuPgJcdc%2Fwk0dRX8u7oIcNVVrG0F5CUbXUcnygKrAg49nzeluKP6sVlLN7BCIY1bwGT9fQGvt7DNR4HrwBxJmcd05zx1I%2FcZR18aXDRSIZz8nnsfcrAsPkqX6zPMLbS1lI1MZZOKyKT%7Ctkp%3ABFBMgNCQhfln
Dell Precision 3540 Laptop i5-8365U | 16 GB | 256 GB NVMe | WiFi+BT | Win11 Pro,$199.99,https://www.ebay.com/itm/117070665248?_skw=laptop&itmmeta=01KZ4544Z22PF60WT3BJQ4Z28B&hash=item1b41f49620:g:VN0AAeSw~UhqRWJm&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xDaNJf9x2dPk74hb9FJgl0kDZuvIUPet744quN7YL0AR9HWnIAK7yR4cH7QlvTsldN62Q3AEyA%2BfVbafPsgs%2FodSzg6WjPC0mRs53gJnOEtkD91zjpUKiDJR0OBjpZWEHr12k5pK9pXUeyJToMmEvc9M5zRutFvzrQCs8j2KIXoDacmIPuH4SSnPnzXPCenQ%2F%2BFGvBYvOTYD6wBTnjzK87Fu1y%2FnexjzWRcQsomE6729o18Bal51JgZCBz0sMXzmO%2Fbje3dV7Vfl8fe%2B6GTiVro%7Ctkp%3ABFBMgNCQhfln
"Dell Latitude 5411 14"" Touch i7-10850H 16GB RAM 512GB SSD Win 11 Pro Laptop pc",$244.39,https://www.ebay.com/itm/227446066641?_skw=laptop&itmmeta=01KZ4544Z251SXG934CF1J3781&hash=item34f4d78dd1:g:xdgAAOSwLBJmcyUc&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xBy6TV9K1ryfgHu3mCaFSE6zZtgian4FsjFdMFX7ujF6z8K0AcNWOytsQo%2BEohDdDvHoOeVHKrluv5McXzhRShQ1sTCnlfKQ2zmHExfldELGPMEpiasQ%2F68LaXvEbAs3292sgXsycO4sBW4PhAE%2FoGIUpVulwg2lia67GQqqfKj1pIYIw77EIHaLkJtaWQITP55%2BIaGEGG11UvDfxmpHBP7s%2BEZ6nZND%2BVSe4eAfUK2lHQoY31dCSkO62hAJwabM37e866wys8DxXV0t07OYX4Z%7Ctkp%3ABFBMgNCQhfln
HP Elite c1030 ChromeBook IntelCore i3-10th gen 2-in-1 Convertible Touch 8GB RAM,$178.66,https://www.ebay.com/itm/236854638588?_skw=laptop&itmmeta=01KZ4544WPMN6M4JYFA7MV5XR4&hash=item3725a2f7fc:g:AEAAAeSwyUlqICxY&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xB7uz8gWJPB%2BPMBnqJx3MUzM4gd5WUCaYOVlTp3Ne6ImAKbgzFsQbQpEGh283IsnRcoaio5Y5RtiRyo9H7L6nj9Y0tFw5jnur2BsJj0tFpbl%2BJ8ezTKlMXayWe2Cl5cnhKkMcph1D7Ap4aoWQ%2Fmq50C6ejPY3tQSOxQ82eKbPgDGO6MLp7vB6Vi5LsN2XkEJDc610FPxSiNh1E8L4%2BYS0PxkeX8dLV3vdlrYWuORObYu%2BZRO8Ysdi3SLkEaIml2c4O8E52WgVy2WV%2FWW0Pa5Mit%7Ctkp%3ABk9SR_jOkIX5Zw
Panasonic Let's Note SZ6 CF-SZ6 i5-7300U 8GB RAM 256GB SSD Laptop touch w/ AC,$129.00,https://www.ebay.com/itm/375836910296?_skw=laptop&epid=21054243937&itmmeta=01KZ4544WP3J60246KVPBY24GQ&hash=item5781a022d8:g:2BMAAeSww3Jo-YK0&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xDIJ5P8ut3PCEfWCShKye5dsgRgLOwG5EBIGeF51DioE%2B--hDiDCtGRUB%2FoKtLstaldeqMP%2BuOMCd5X%2FIfXTpq3pMktW7kYKd30pxxIH%2BPS68P5LhJOEdW47GMN23ebaHep9jpHWNFM7FV8kaGNyS9TaBycTyHNN87XdJ3SNfkIuGczyWacVBBOmeUW8LRouqOpFxcqqfIcaYoV%2BF013wzr68c6OIMowcFtQNQSFaBJWQ%3D%3D%7Ctkp%3ABk9SR_jOkIX5Zw
"PANASONIC TOUGHPAD FZ-G1 MK5 | 10.1"" WUXGA i5-7300U 1TB SSD 8GB GPS HDMI LTE",$195.44,https://www.ebay.com/itm/127727620764?_skw=laptop&itmmeta=01KZ4544WPXFZVTTBED97BQK17&hash=item1dbd28d29c:g:AN8AAeSwpPhpuxDu&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xB4oWFEQzgtr%2FR9XVP4grQ6COH7lsr0evmBZ1seqxUevXasnFTn0iiHDfSMLj%2F6Y%2B91dhovkX3PsaQ7Oq0Ko3r%2F9RHDQSueDbJFlkXEdeyZr%2B79sqqime0FKWjbV00rQPveKnM9vWi78FeGPZaH0F62ueZh%2BQpz9eIeNoHxoU%2FqwAaxp8TSMMy%2B7CcSLT1VKnVq8YK2KXC5vz7l%2Bv7YcnsINNpEDA%2FIPq3UnAti%2F6OJWg%3D%3D%7Ctkp%3ABk9SR_jOkIX5Zw
"HP ZBOOK Studio G5 Workstation 15.6"" 4K i7 9850H 32GB 512GB SSD NVIDIA P1000",$455.53,https://www.ebay.com/itm/267652897850?_skw=laptop&itmmeta=01KZ4544WPPD1ZSND6ADED2QD9&hash=item3e515b1c3a:g:pV4AAOSwyoJnrUYF&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xBvWWZO%2B%2B9A6Ams2SuZOcWK9cKuf1ZVSzcMEMMI1xmXXLFfHQr5P%2B%2B3arQVSllrcAJlLNt0hTaWPzp%2Bvelj4QxZemY6PZ4trVZ84voYwVWmUoyLD34UWaYP4JjlPfCA3I7Ein5I3tEib2uSgX0GBRyRxs7lnEfFtB6WSeUxnSlbKOL610J%2BdJ%2FQLziVEjlNK91jD8K2XaY0IglQAMJMSFC2X9N9ajFJhtqmDI%2B11D6S6A%3D%3D%7Ctkp%3ABk9SR_jOkIX5Zw
NEW LISTINGipc top laptop,$43.80,https://www.ebay.com/itm/168585453907?_skw=laptop&itmmeta=01KZ4544WPHKDHRMQ6BV72G4BD&hash=item274079e153:g:sAcAAeSwzXdqcHzu&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xBPdSfw7vQEsml5xaBMeqEw%2BQm6PZQrvP2ICfG9lIiVynhxytOkRAG%2FP2SKUviq3QtYDZL1qFMd9G4uz0hkLg2ARmyPQ4ulFP%2B%2FLRhcytpCY%2FHx6%2F8%2FkZBt5g2l%2FaLs%2F3ksyaHlbarDtwwUUG0fMGQm3Yf3qGEk4uN0Y6Q7Wn9M0qdrJ8f2PIK2G5YUmBu0eJpJIUUDqJm1PXsF5yDvdM3Kcb%2BdiofkQrSehXMrw9a%2Fr0pyRFLeoN9eoLgWnPMS6LfiSRJ6ZreuLQnaAjt71ZQ0%7Ctkp%3ABk9SR_jOkIX5Zw
Lenovo IdeaPad 3 Office 2024 Laptop 15 Touch Intel i3 Upto 24GB RAM& 2TB SSD Pro,$449.00,https://www.ebay.com/itm/117004512546?_skw=laptop&itmmeta=01KZ4544WPH9RR8ASTY8C85V92&hash=item1b3e032d22:g:FNYAAOSwV71oB8pI&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xCvkzYsWO82nQ0qXAcaJLxBoApXfgsTpPq3V926poULklY3myE9SoP0dkez6R3btnR5wqAc17X%2FPl6O%2Fh%2BAgKtugK8R2%2F7CAwpl54D5Q2HqY%2BcqXPGBntHWiHKwd918SD1EgHkOB2y7ox%2FmH94RFVcCVHvAAdiG6PgyDAXkDfwJoZ--iLtxgNKu5o9u5GzToeWRF7CYIuGIfLlLHwPrvwAfz0VCSRt51eQGUrdipxK%2FCQ%3D%3D%7Ctkp%3ABlBMUPjOkIX5Zw
"HP X360 11 G4 Touch Laptop 2-in-1 11.6"" Intel Core i5 8GB RAM 128GB SSD Win 11",$145.99,https://www.ebay.com/itm/265038069230?_skw=laptop&itmmeta=01KZ4544WPK24JNAWE2SFVX4D1&hash=item3db57ffdee:g:3VUAAeSwKjRqTvTv&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xAimXNgnTosDp2JuC2jD--W35QLaKviKrM0RaMZPWOxv8gezLSJfMDoseMy%2BhblWNoE2PyLrTTcltk7mVkQZBjMLRnMavaUqtToSh8lsgMz%2F2oNbN1ST3IDW9%2BllOF0li2oo%2BQSoQf5dqL6gzqGFF1jgSrmLmhCg6ML3aVE9LrXqKh0Cop%2B7iLFNNS6rjfT9TRohlf06V%2BfA2xmcJGeTWMJMJa6tHOlvqo2x6pmOmDCnQ%3D%3D%7Ctkp%3ABlBMUPjOkIX5Zw
Dell Latitude 15.6” FHD Core i5 Laptop PC Up To 32GB RAM 1TB SSD Windows 11,$250.73,https://www.ebay.com/itm/256879744174?_skw=laptop&itmmeta=01KZ4544WPHXKZVZ2RHYE5HP7S&hash=item3bcf39d4ae:g:kSsAAeSw0r5pZ8WR&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xC8twSGUd6vQaQ7EE3LkcCjGXIOmUe8Z9IZe2o%2BknVI2gRNjbHMAVybhMNf4DpYvAZul6F8cLXTt1qmrcWmpmNnzFkT%2FPqBeUP8Axmt0cmn%2BGDhNSAA3KLgLk2BhwofcZR0ApMDHMGF8ChvmNdKd6KQEeGESB594HJtgxhtgFRAimt8bf6lQwwbDKGMO8Ah6w%2FLEBpRCtmaUDCM82y330mI9rkUQNwhum2CJrielifnUg%3D%3D%7Ctkp%3ABlBMUPjOkIX5Zw
"PANASONIC TOUGHPAD FZ-G1 MK5 | 10.1"" i5-7300U 1TB 8GB GPS THERMAL CAMERA 4G LTE",$161.73,https://www.ebay.com/itm/128000812410?_skw=laptop&itmmeta=01KZ4544WPPPKGTKR6D5FWV3RA&hash=item1dcd71657a:g:B58AAeSwPpdqak4M&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xA%2BeN%2FA5HvhHxnZul04L4xSgJX%2BnXYyxYNrHX4syGBSw6nn74GvUjTIvIQXsu2YuBYnwn7VKqpHmta9mX2j29nXdu7VAMym0S7AaCY6PcFAIRaoGY1bECsO11eeyfKuHOpOCYvtbRPXnXr4z3%2FY0gz8tGPQ4pS97rPBpShzq7ujPcenoHCgwtq3y4dMG160bgmEtwzAGY5jfIjIBTZT7H4sJ36EHBE1NjsUqgGjtYvqj%2FDP%2F3GJmiUyIH3ziR9UTYTCU%2FKi%2BOvOgU0Gz7os5pU8%7Ctkp%3ABk9SR_jOkIX5Zw
PANASONIC TOUGHBOOK CF-D1 MK3 i5-6300U 2.40GHZ 16GB 512GB SSD Win 10 or W11,$262.91,https://www.ebay.com/itm/296199535493?_skw=laptop&itmmeta=01KZ4544WPCJ0VA3PXMEMK2A40&hash=item44f6de3b85:g:WBEAAOSwKQ5mdYIW&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xA7BI%2F63DFwfJ3%2BCpqMNWPyUgrhsnfEEGgHEcZ3JvdZlIwfx%2FPcvP6vqSXM%2BzCzp7fKDxyhV2whicUJnloenF87ryzQcUU0kN0%2B%2FKJ%2FGiEWC9pZMw8TFcCOjvQVPABiunQy%2FZrmWubztIVEuwy78rs1hGWUDVv0BIgWxazMNpTci5fqHHszf2C8B4s3%2FxoJ2vf4ct9m3a2TNZxAHe%2FAybCCp94VVmRqTLYQzwsQ7KmqxSsJrmDbWz5GoNEoQ7xKFPuTcUWrjqx7ZzDZ70OcPkG4%7Ctkp%3ABk9SR_jOkIX5Zw
FAST CHEAP TOP BRAND INTEL CORE i5 8TH GEN 16GB RAM 480GB SSD WINDOWS 11 LAPTOP,$148.30,https://www.ebay.com/itm/317027002155?_skw=laptop&itmmeta=01KZ4544WP3ZHFGWRW2NJWWB8H&hash=item49d048272b:g:FhgAAOSwzSxoWp7x&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xBlyfHJyjCe5fpmIrutPh6zP2iUzUsjLmGS64c5%2FVwFatIEZcM1jFPEehDm%2BgtP4JbI1zkyn28TAz7u%2F9%2B8eq32uLa7wWmhYarTroSU3ZouiCIVrmix8MjZVRzyLyP6UQEhXTuGyKqIUOfCqH3ohxyhx%2Bg--Yx9heu0OAZQBf6elXCgvaxbG1M1sKld5%2Bucx%2BXc3NJoEiU%2BqUV%2BS%2FIEJEfuZG1q94k5uMDHL7D7e%2BMX3g%3D%3D%7Ctkp%3ABk9SR_rOkIX5Zw
Panasonic Let's note CF-SV1 Windows11 i5 Netbooks PC 12.1 inch 256GB 16GB w/ AC,$255.99,https://www.ebay.com/itm/376141157044?_skw=laptop&itmmeta=01KZ4544WPY9ZM91P4J9FY2VCA&hash=item5793c292b4:g:n5QAAOSw1j5n8zCR&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xAUTEVB%2BVpkhxDaS7JD5c61fd6c63IEKnSFLN5ykJSoSRlb1CJMedJgg%2FNc6K0pJ66Zwxc8L%2FFGq4J3R%2Fl8lqp2Ijbfk5g0q12fjnh8JrEZoSp4Vgi3UeHCMD1M5SmwYXvJj12f4yJf%2FTolZ5Qb8lvGsz%2BcB4ul3FLcz72muAtgMhaGK0VTtM4mh%2FoYwc34k6XW%2FPK9T%2F4pRJWlZrQLJjbn%2FRPmAMfagZD0WelkSWnGuFQr145OkojLxNqAmn%2FzbghEMOI9n%2FArGhAVHbS2PdX3%7Ctkp%3ABk9SR_rOkIX5Zw
"HP Laptop Notebook 15.6"" Intel Pentium N5030 8GB RAM 256GB SSD Office 2024 Pro",$369.00,https://www.ebay.com/itm/117094953318?_skw=laptop&itmmeta=01KZ4544Z254F1P2V7SKPJ2Y2X&hash=item1b43673166:g:XWkAAeSwW3RpuweC&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xDGmwOi5%2FUagr7nEcd4z2YxGlsEkyU%2BrqwFWfkVMuv1UDs%2BuevXFGs93c0U49m7mPbMkLkljpZb8vVm6wG%2F9thDnE9KFhbLGedKEWibb11s%2B%2BtUneCVsUdpdHqYDSBeC33uqPKHl%2BRzu5dZPiYNNW2mwvD1oZscwc9%2Ffk23NRCrqBMii7f3aKLixA5WnIS6G5RLMEOfhpotFBN2985ABb5pNY4e06mqiu060Vah8dAQ5Q%3D%3D%7Ctkp%3ABlBMUITQkIX5Zw
